id,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera
5678,2021-01-20,shot,gun,33,M,B,Georgetown,NY,True,other,Not fleeing,False
5679,2021-01-20,shot,gun,35,M,B,Lincoln,OH,False,other,Not fleeing,False
5680,2021-01-21,shot,gun,49,F,O,Riverside,OR,False,other,Other,False
5681,2021-01-21,shot,gun,72,M,W,Riverside,OR,True,attack,Not fleeing,False
5682,2021-01-21,shot,other,34,M,A,Springfield,AL,False,attack,Not fleeing,False
5683,2021-01-22,shot,knife,54,M,O,Colorado Springs,CO,False,attack,Not fleeing,True
5684,2021-01-22,shot,gun,41,M,B,Riverside,NV,False,other,Not fleeing,False
5685,2021-01-23,shot,gun,49,M,O,Springfield,GA,True,other,Not fleeing,False
5686,2021-01-23,shot,gun,31,M,W,Miami,FL,True,attack,Not fleeing,True
5687,2021-01-23,shot,knife,52,M,O,Denver,CO,False,other,Foot,True
5688,2021-01-24,shot,other,37,M,H,Sacramento,CA,False,other,Not fleeing,True
5689,2021-01-24,shot,gun,35,M,W,Phoenix,AZ,False,attack,Not fleeing,False
5690,2021-01-24,shot,knife,40,M,N,Springfield,OH,False,other,Foot,False
5691,2021-01-25,shot,gun,50,M,B,Springfield,WI,False,attack,Not fleeing,True
5692,2021-01-25,shot and Tasered,knife,39,M,B,Tempe,AZ,False,attack,Not fleeing,False
5693,2021-01-26,shot,gun,35,M,B,Georgetown,OR,False,attack,Other,False
5694,2021-01-26,shot,gun,39,M,W,Jacksonville,FL,False,other,Not fleeing,True
5695,2021-01-26,shot,gun,39,M,B,Austin,TX,False,attack,Car,False
5696,2021-01-27,shot,gun,49,M,H,Riverside,WA,False,attack,Foot,False
5697,2021-01-27,shot,knife,36,M,W,Georgetown,TN,False,other,Not fleeing,False
5698,2021-01-28,shot,other,36,M,W,Sacramento,CA,False,undetermined,Not fleeing,False
5699,2021-01-28,shot,gun,31,M,W,Jacksonville,FL,False,other,Not fleeing,False
5700,2021-01-28,shot,gun,50,F,W,Riverside,OH,False,other,Not fleeing,False
5701,2021-01-29,shot,gun,43,M,H,Phoenix,AZ,False,attack,Other,True
5702,2021-01-29,shot,gun,62,M,H,Madison,NV,False,other,Not fleeing,False
5703,2021-01-30,shot,gun,59,M,O,Riverside,WA,True,other,Car,True
5704,2021-01-30,shot,gun,44,M,B,San Antonio,TX,False,other,Foot,False
5705,2021-01-30,shot,knife,40,M,W,Riverside,OR,False,undetermined,Car,False
5706,2021-01-31,shot,knife,41,M,O,Tucson,AZ,False,other,Car,False
5707,2021-01-31,shot,gun,33,M,H,Springfield,NV,True,other,Foot,False
5708,2021-01-31,shot,knife,32,M,B,Lincoln,VA,True,attack,Not fleeing,False
5709,2021-02-01,shot,undetermined,30,M,H,Georgetown,WI,False,attack,Foot,False
5710,2021-02-01,shot,gun,38,M,O,Riverside,WA,False,attack,Not fleeing,False
5711,2021-02-02,shot,gun,20,M,H,Springfield,PA,True,other,Not fleeing,False
5712,2021-02-02,shot,knife,71,M,W,Mesa,AZ,False,other,Not fleeing,False
5713,2021-02-02,shot,knife,79,M,H,Lincoln,OK,False,attack,Foot,False
5714,2021-02-03,shot,gun,29,M,W,Riverside,OH,True,attack,Car,False
5715,2021-02-03,shot and Tasered,unarmed,78,M,W,Madison,NC,False,other,Not fleeing,True
5716,2021-02-04,shot,gun,29,M,W,Riverside,MS,False,attack,Not fleeing,False
5717,2021-02-04,shot,gun,41,M,W,Oakland,CA,False,attack,Not fleeing,False
5718,2021-02-04,shot,knife,47,M,W,Georgetown,NM,False,attack,Not fleeing,True
5719,2021-02-05,shot,undetermined,42,M,W,Lincoln,MS,False,undetermined,Not fleeing,False
5720,2021-02-05,shot,unarmed,34,M,B,Madison,WA,False,attack,Not fleeing,False
5721,2021-02-06,shot,other,34,M,H,Georgetown,OH,False,attack,Not fleeing,False
5722,2021-02-06,shot,gun,54,M,O,Denver,CO,False,other,Foot,False
5723,2021-02-06,shot,gun,63,M,W,Lincoln,MI,False,attack,Car,False
5724,2021-02-07,shot,gun,24,M,B,San Francisco,CA,True,attack,Not fleeing,False
5725,2021-02-07,shot,gun,45,M,O,Madison,MO,False,other,Foot,False
5726,2021-02-07,shot,knife,50,M,W,Madison,OK,False,undetermined,Not fleeing,False
5727,2021-02-08,shot,gun,44,M,H,Springfield,IN,True,attack,Car,False
5728,2021-02-08,shot,gun,26,M,H,Georgetown,VA,True,attack,Not fleeing,False
5729,2021-02-09,shot,knife,49,M,W,Madison,TN,False,attack,Car,False
5730,2021-02-09,shot,gun,59,M,A,Los Angeles,CA,False,attack,Car,False
5731,2021-02-09,shot,gun,31,F,H,Denver,CO,False,attack,Foot,False
5732,2021-02-10,shot,undetermined,34,M,W,Dallas,TX,False,attack,Car,False
5733,2021-02-10,shot,vehicle,44,M,W,Springfield,NM,False,attack,Not fleeing,True
5734,2021-02-11,shot,knife,40,M,W,Lincoln,IL,False,undetermined,Not fleeing,False
5735,2021-02-11,shot,knife,34,M,W,Madison,MD,False,attack,Car,False
5736,2021-02-11,shot,gun,28,M,B,Lincoln,TN,False,other,Foot,False
5737,2021-02-12,shot,gun,35,M,B,Springfield,WA,True,attack,Not fleeing,True
5738,2021-02-12,shot,gun,22,M,W,Houston,TX,False,other,Not fleeing,False
5739,2021-02-13,shot,unarmed,51,M,N,Scottsdale,AZ,False,attack,Foot,False
5740,2021-02-13,shot,gun,32,M,W,Dallas,TX,False,attack,Other,False
5741,2021-02-13,shot,knife,54,M,W,Springfield,NV,False,undetermined,Not fleeing,False
5742,2021-02-14,shot,gun,38,M,W,Austin,TX,False,other,Not fleeing,False
5743,2021-02-14,shot,vehicle,43,M,B,Lincoln,OK,True,other,Not fleeing,False
5744,2021-02-15,shot,gun,25,M,W,Madison,OK,False,other,Foot,True
5745,2021-02-15,shot,knife,52,M,W,Riverside,OH,True,undetermined,Not fleeing,False
5746,2021-02-15,shot,unarmed,85,M,W,Fort Worth,TX,False,attack,Not fleeing,False
5747,2021-02-16,shot,knife,36,M,H,Scottsdale,AZ,True,attack,Not fleeing,False
5748,2021-02-16,shot,knife,43,M,O,Mesa,AZ,False,other,Car,False
5749,2021-02-16,shot,gun,44,M,W,Georgetown,OK,False,attack,Not fleeing,False
5750,2021-02-17,shot,gun,27,M,W,San Diego,CA,False,attack,Not fleeing,False
5751,2021-02-17,shot,gun,29,M,B,Madison,AL,False,attack,Foot,False
5752,2021-02-18,shot,gun,49,M,H,Riverside,MD,True,other,Other,False
5753,2021-02-18,shot,knife,31,M,W,Houston,TX,False,other,Car,True
5754,2021-02-18,shot and Tasered,other,38,M,N,Riverside,NV,False,undetermined,Not fleeing,False
5755,2021-02-19,shot,gun,43,M,B,Georgetown,TN,False,attack,Not fleeing,False
5756,2021-02-19,shot,knife,50,M,B,Riverside,IL,False,attack,Not fleeing,False
5757,2021-02-20,shot,knife,38,M,B,Houston,TX,False,attack,Not fleeing,False
5758,2021-02-20,shot,other,39,M,O,Dallas,TX,True,undetermined,Not fleeing,False
5759,2021-02-20,shot,vehicle,85,M,H,Orlando,FL,False,attack,Not fleeing,False
5760,2021-02-21,shot,knife,57,M,W,Colorado Springs,CO,False,other,Car,True
5761,2021-02-21,shot,gun,36,M,W,Lincoln,SC,False,other,Car,False
5762,2021-02-22,shot,gun,39,M,B,Lincoln,IL,False,other,Not fleeing,False
5763,2021-02-22,shot,gun,76,F,W,Riverside,KY,False,other,Not fleeing,False
5764,2021-02-22,shot,unarmed,50,M,H,Los Angeles,CA,False,attack,Car,False
5765,2021-02-23,shot,gun,60,M,H,Los Angeles,CA,False,attack,Not fleeing,False
5766,2021-02-23,shot,gun,36,M,H,Springfield,OK,False,other,Not fleeing,True
5767,2021-02-23,shot,other,35,M,O,Miami,FL,True,attack,Not fleeing,False
5768,2021-02-24,shot,unarmed,69,M,W,Mesa,AZ,False,attack,Not fleeing,False
5769,2021-02-24,shot,vehicle,40,M,A,Riverside,NY,True,attack,Car,True
5770,2021-02-25,shot,gun,40,F,H,San Francisco,CA,False,attack,Car,False
5771,2021-02-25,shot,gun,35,M,W,Madison,PA,True,attack,Not fleeing,False
5772,2021-02-25,shot,gun,59,M,H,Phoenix,AZ,False,undetermined,Car,False
5773,2021-02-26,shot,vehicle,44,M,W,Georgetown,PA,False,other,Not fleeing,False
5774,2021-02-26,shot,gun,28,M,H,Georgetown,AR,False,attack,Not fleeing,False
5775,2021-02-27,shot,gun,34,M,B,San Antonio,TX,False,attack,Car,False
5776,2021-02-27,shot,vehicle,64,M,W,Georgetown,IN,False,undetermined,Car,False
5777,2021-02-27,shot,gun,44,M,B,Lincoln,NY,False,undetermined,Not fleeing,False
5778,2021-02-28,shot,knife,59,M,B,Riverside,KY,True,other,Not fleeing,False
5779,2021-02-28,shot,vehicle,47,M,W,Fort Worth,TX,False,attack,Not fleeing,False
5780,2021-03-01,shot,knife,30,M,W,Lincoln,MO,True,other,Not fleeing,False
5781,2021-03-01,shot,other,49,M,W,Riverside,GA,False,attack,Not fleeing,False
5782,2021-03-01,shot,gun,40,M,B,Lincoln,VA,False,attack,Not fleeing,True
5783,2021-03-02,shot,gun,34,M,A,Riverside,MO,False,attack,Car,True
5784,2021-03-02,shot and Tasered,gun,35,M,O,Riverside,OH,False,attack,Car,False
5785,2021-03-02,shot,gun,58,M,B,Georgetown,KY,False,undetermined,Not fleeing,False
5786,2021-03-03,shot,unarmed,45,M,H,Madison,GA,False,other,Not fleeing,False
5787,2021-03-03,shot,other,43,M,W,Fort Lauderdale,FL,False,attack,Foot,False
5788,2021-03-04,shot,other,72,M,H,Springfield,MO,False,other,Car,False
5789,2021-03-04,shot,gun,33,M,W,Lincoln,PA,False,attack,Not fleeing,False
5790,2021-03-04,shot,knife,40,M,W,Springfield,NC,False,other,Car,False
5791,2021-03-05,shot,knife,33,M,B,Riverside,OH,False,other,Foot,False
5792,2021-03-05,shot,gun,48,M,W,Georgetown,WI,False,attack,Not fleeing,False
5793,2021-03-06,shot,gun,44,M,H,Springfield,IL,True,other,Car,False
5794,2021-03-06,shot,gun,36,M,H,Los Angeles,CA,False,attack,Not fleeing,False
5795,2021-03-06,shot,gun,38,M,W,Houston,TX,False,attack,Not fleeing,False
5796,2021-03-07,shot,gun,56,M,W,Riverside,MN,True,attack,Not fleeing,False
5797,2021-03-07,shot,undetermined,62,M,H,Riverside,NV,False,attack,Not fleeing,False
5798,2021-03-08,shot,vehicle,34,M,H,Riverside,KY,False,other,Foot,False
5799,2021-03-08,shot,knife,85,M,W,Phoenix,AZ,False,attack,Foot,True
5800,2021-03-08,shot,gun,27,M,W,Lincoln,IL,False,other,Not fleeing,True
5801,2021-03-09,shot,knife,29,M,B,Georgetown,NV,False,attack,Not fleeing,False
5802,2021-03-09,shot,knife,37,M,B,Tempe,AZ,False,undetermined,Car,False
5803,2021-03-09,shot,gun,32,M,W,Riverside,NY,False,other,Not fleeing,True
5804,2021-03-10,shot,knife,31,M,W,Springfield,PA,False,attack,Not fleeing,False
5805,2021-03-10,shot,unarmed,61,M,A,Lincoln,OH,False,other,Not fleeing,False
5806,2021-03-11,shot,vehicle,49,M,B,Madison,AL,False,attack,Not fleeing,False
5807,2021-03-11,shot,gun,42,M,O,Riverside,AR,True,attack,Car,False
5808,2021-03-11,shot,gun,34,F,H,Madison,AR,False,other,Not fleeing,False
5809,2021-03-12,shot,gun,30,M,O,Georgetown,SC,False,attack,Not fleeing,False
5810,2021-03-12,shot,other,29,M,W,Georgetown,OH,False,attack,Not fleeing,False
5811,2021-03-13,shot,unarmed,61,M,H,Lincoln,GA,False,other,Not fleeing,False
5812,2021-03-13,shot,gun,60,M,W,Lincoln,AL,False,attack,Car,False
5813,2021-03-13,shot,vehicle,37,M,B,Madison,OH,False,attack,Not fleeing,True
5814,2021-03-14,shot,gun,26,M,B,Fort Lauderdale,FL,True,attack,Not fleeing,True
5815,2021-03-14,shot,gun,51,M,W,Lincoln,WA,False,attack,Not fleeing,False
5816,2021-03-15,shot,unarmed,38,M,A,Austin,TX,False,undetermined,Not fleeing,False
5817,2021-03-15,Tasered,gun,57,M,H,Georgetown,OK,False,attack,Not fleeing,False
5818,2021-03-15,shot,gun,29,F,W,Tempe,AZ,True,attack,Other,False
5819,2021-03-16,shot,gun,42,M,B,Miami,FL,False,attack,Car,False
5820,2021-03-16,shot,gun,28,M,W,Lincoln,WI,True,undetermined,Foot,True
5821,2021-03-16,shot,unarmed,32,M,W,Madison,VA,False,attack,Not fleeing,False
5822,2021-03-17,shot,unarmed,32,M,H,Riverside,VA,True,attack,Car,False
5823,2021-03-17,shot,unarmed,37,M,W,Riverside,PA,False,attack,Foot,True
5824,2021-03-18,shot and Tasered,gun,63,M,O,Georgetown,AR,False,attack,Not fleeing,False
5825,2021-03-18,shot,vehicle,43,M,W,Madison,MD,False,attack,Foot,False
5826,2021-03-18,shot,gun,54,M,B,Springfield,MO,False,other,Not fleeing,True
5827,2021-03-19,shot,gun,42,M,B,Lincoln,WI,False,other,Car,False
5828,2021-03-19,shot,gun,36,M,W,Houston,TX,False,other,Car,False
5829,2021-03-20,shot,gun,22,M,W,Madison,IN,False,attack,Not fleeing,False
5830,2021-03-20,shot,gun,29,M,H,Springfield,GA,True,attack,Other,False
5831,2021-03-20,shot,gun,41,M,H,Georgetown,NY,False,undetermined,Foot,False
5832,2021-03-21,shot,knife,43,M,W,Dallas,TX,False,other,Car,False
5833,2021-03-21,shot,gun,57,M,B,Georgetown,NY,False,attack,Not fleeing,False
5834,2021-03-22,shot,gun,24,M,W,Lincoln,MO,False,attack,Not fleeing,False
5835,2021-03-22,shot,gun,85,M,W,Georgetown,MI,False,attack,Not fleeing,False
5836,2021-03-22,shot,gun,22,M,B,Madison,MN,True,other,Foot,False
5837,2021-03-23,shot and Tasered,gun,40,M,W,Madison,WI,False,attack,Not fleeing,False
5838,2021-03-23,shot,undetermined,34,M,H,Fort Collins,CO,False,other,Car,True
5839,2021-03-24,shot,gun,30,M,H,Lincoln,MI,False,attack,Car,True
5840,2021-03-24,shot,other,70,M,O,Riverside,OH,False,attack,Not fleeing,False
5841,2021-03-24,shot,gun,34,M,H,Springfield,MS,False,attack,Not fleeing,False
5842,2021-03-25,shot,gun,24,M,O,Dallas,TX,False,undetermined,Not fleeing,False
5843,2021-03-25,shot,knife,27,M,B,Georgetown,WA,False,undetermined,Not fleeing,False
5844,2021-03-25,shot,vehicle,60,M,B,Springfield,WI,False,attack,Foot,False
5845,2021-03-26,shot,gun,28,M,O,Lincoln,IN,False,attack,Not fleeing,False
5846,2021-03-26,shot,gun,26,M,B,Madison,OK,False,undetermined,Not fleeing,True
5847,2021-03-27,Tasered,vehicle,44,M,W,Georgetown,SC,False,attack,Not fleeing,False
5848,2021-03-27,shot,other,37,M,H,Dallas,TX,False,attack,Not fleeing,False
5849,2021-03-27,shot,other,48,M,N,Lincoln,NV,False,other,Car,False
5850,2021-03-28,shot,knife,36,M,H,Springfield,PA,False,undetermined,Not fleeing,False
5851,2021-03-28,shot,vehicle,52,M,B,Los Angeles,CA,False,attack,Not fleeing,False
5852,2021-03-29,shot,unarmed,26,M,B,San Diego,CA,True,attack,Foot,False
5853,2021-03-29,shot,vehicle,25,M,O,Sacramento,CA,True,other,Car,False
5854,2021-03-29,shot,other,45,M,W,Lincoln,NV,False,attack,Not fleeing,False
5855,2021-03-30,shot,unarmed,37,M,B,Fort Worth,TX,True,attack,Other,True
5856,2021-03-30,shot,knife,35,M,W,Georgetown,OH,False,attack,Foot,False
5857,2021-03-31,shot,gun,51,M,B,Denver,CO,False,undetermined,Not fleeing,True
5858,2021-03-31,shot,knife,85,M,B,Riverside,NY,True,attack,Foot,False
5859,2021-03-31,shot,undetermined,25,M,W,Springfield,NV,False,attack,Not fleeing,False
5860,2021-04-01,shot,gun,64,M,W,Georgetown,OK,True,attack,Foot,False
5861,2021-04-01,shot,gun,51,M,B,Georgetown,WA,True,other,Other,False
5862,2021-04-01,shot,gun,35,M,W,Georgetown,OH,False,other,Car,False
5863,2021-04-02,shot,other,72,M,W,Springfield,GA,True,other,Not fleeing,False
5864,2021-04-02,shot,vehicle,27,M,H,Lincoln,MS,False,other,Foot,False
5865,2021-04-03,shot,gun,47,M,W,Tucson,AZ,False,other,Not fleeing,True
5866,2021-04-03,shot,gun,38,M,B,Orlando,FL,False,attack,Not fleeing,True
5867,2021-04-03,shot,knife,35,M,O,Georgetown,IL,False,other,Not fleeing,False
5868,2021-04-04,shot,gun,28,M,W,Aurora,CO,False,other,Not fleeing,False
5869,2021-04-04,shot,gun,85,M,W,Springfield,AR,False,other,Foot,False
5870,2021-04-05,shot,other,35,M,B,Scottsdale,AZ,True,other,Foot,True
5871,2021-04-05,shot,knife,21,M,H,Georgetown,OK,True,attack,Not fleeing,False
5872,2021-04-05,shot,knife,55,M,N,San Diego,CA,False,attack,Not fleeing,False
5873,2021-04-06,shot and Tasered,unarmed,46,M,N,Georgetown,GA,False,other,Not fleeing,False
5874,2021-04-06,shot and Tasered,gun,37,M,H,Aurora,CO,True,attack,Car,False
5875,2021-04-07,Tasered,gun,36,M,W,Riverside,AL,True,attack,Foot,True
5876,2021-04-07,shot,gun,40,M,W,Madison,WI,False,other,Not fleeing,False
5877,2021-04-07,shot,other,55,M,W,Riverside,OH,False,other,Not fleeing,False
5878,2021-04-08,shot,gun,46,M,W,Riverside,AL,False,other,Not fleeing,False
5879,2021-04-08,shot,vehicle,49,M,H,Springfield,OK,True,other,Not fleeing,False
5880,2021-04-08,shot,gun,49,M,B,Madison,WI,False,attack,Not fleeing,False
5881,2021-04-09,shot,unarmed,56,M,W,Lincoln,SC,False,attack,Not fleeing,False
5882,2021-04-09,shot,unarmed,62,M,H,Sacramento,CA,True,other,Not fleeing,False
5883,2021-04-10,shot and Tasered,gun,32,M,W,Madison,NV,False,other,Not fleeing,True
5884,2021-04-10,shot,gun,44,M,W,Springfield,NY,False,attack,Other,True
5885,2021-04-10,shot,gun,61,M,B,Sacramento,CA,False,other,Foot,False
5886,2021-04-11,shot and Tasered,gun,32,M,W,Fort Lauderdale,FL,False,attack,Foot,True
5887,2021-04-11,shot,undetermined,66,M,W,Lincoln,KY,False,attack,Not fleeing,False
5888,2021-04-12,shot,gun,32,M,W,Springfield,KY,False,other,Foot,False
5889,2021-04-12,shot,gun,47,M,W,Riverside,SC,True,other,Other,False
5890,2021-04-12,shot,undetermined,37,M,H,Riverside,MN,False,attack,Not fleeing,False
5891,2021-04-13,shot,undetermined,35,M,N,Riverside,SC,False,other,Not fleeing,False
5892,2021-04-13,shot,knife,48,M,W,Los Angeles,CA,False,other,Car,False
5893,2021-04-14,shot,unarmed,62,M,W,Tucson,AZ,True,other,Car,False
5894,2021-04-14,shot,gun,37,M,H,San Francisco,CA,True,attack,Foot,False
5895,2021-04-14,shot,gun,64,M,O,Los Angeles,CA,True,attack,Not fleeing,False
5896,2021-04-15,shot,gun,32,M,W,Fort Lauderdale,FL,True,other,Not fleeing,False
5897,2021-04-15,shot,gun,62,M,W,Lincoln,WA,False,other,Not fleeing,False
5898,2021-04-15,shot,gun,42,M,H,Springfield,AR,True,undetermined,Not fleeing,False
5899,2021-04-16,shot,gun,46,M,B,Springfield,MS,False,attack,Not fleeing,False
5900,2021-04-16,shot,gun,28,M,W,Madison,PA,False,undetermined,Not fleeing,False
5901,2021-04-17,shot,gun,35,M,B,Riverside,KY,False,attack,Not fleeing,False
5902,2021-04-17,shot,gun,40,M,W,Georgetown,WA,True,attack,Not fleeing,False
5903,2021-04-17,shot,other,59,M,B,Madison,NM,False,attack,Car,False
5904,2021-04-18,shot,other,38,M,B,Georgetown,NC,False,undetermined,Not fleeing,False
5905,2021-04-18,shot,gun,31,M,A,Orlando,FL,False,attack,Car,False
5906,2021-04-19,shot,gun,44,M,B,Riverside,KY,False,attack,Not fleeing,False
5907,2021-04-19,shot,undetermined,80,M,W,Riverside,GA,False,attack,Not fleeing,False
5908,2021-04-19,shot,gun,46,M,W,Lincoln,WA,False,attack,Not fleeing,False
5909,2021-04-20,shot,other,38,M,A,Tempe,AZ,False,other,Other,False
5910,2021-04-20,shot,gun,44,M,W,Georgetown,TN,False,undetermined,Not fleeing,False
5911,2021-04-21,shot,gun,31,M,W,Madison,MI,False,attack,Not fleeing,False
5912,2021-04-21,shot,vehicle,68,M,W,Los Angeles,CA,True,attack,Car,False
5913,2021-04-21,shot,gun,67,M,H,Riverside,OR,False,other,Not fleeing,False
5914,2021-04-22,shot,gun,30,M,B,San Francisco,CA,False,attack,Foot,False
5915,2021-04-22,shot,unarmed,67,M,W,Aurora,CO,False,undetermined,Foot,False
5916,2021-04-23,shot,other,44,M,W,Fort Worth,TX,False,attack,Foot,False
5917,2021-04-23,shot,knife,52,M,H,Lincoln,MD,False,undetermined,Car,False
5918,2021-04-23,shot,unarmed,41,M,B,Oakland,CA,True,attack,Not fleeing,True
5919,2021-04-24,shot,other,42,M,H,Lincoln,NY,False,attack,Not fleeing,True
5920,2021-04-24,shot,gun,33,M,A,Scottsdale,AZ,False,other,Not fleeing,False
5921,2021-04-24,shot,gun,30,M,N,Fort Worth,TX,False,other,Foot,False
5922,2021-04-25,shot,gun,30,M,W,Riverside,MD,True,attack,Car,False
5923,2021-04-25,shot,gun,60,M,O,Austin,TX,False,attack,Other,False
5924,2021-04-26,shot,vehicle,43,M,W,Tampa,FL,True,other,Car,False
5925,2021-04-26,shot,gun,31,M,W,Tampa,FL,False,attack,Not fleeing,True
5926,2021-04-26,shot,gun,42,M,A,Lincoln,MO,False,other,Not fleeing,False
5927,2021-04-27,shot,gun,24,F,W,Riverside,TN,False,attack,Not fleeing,False
5928,2021-04-27,shot,gun,31,M,W,Sacramento,CA,False,other,Not fleeing,False
5929,2021-04-28,shot,gun,62,M,W,Tampa,FL,False,undetermined,Car,False
5930,2021-04-28,shot,gun,34,M,B,Madison,NC,True,attack,Not fleeing,False
5931,2021-04-28,shot,undetermined,59,M,W,Tempe,AZ,False,other,Car,False
5932,2021-04-29,shot,vehicle,40,M,H,Riverside,NM,True,attack,Car,False
5933,2021-04-29,shot,unarmed,52,M,A,Georgetown,VA,False,other,Car,False
5934,2021-04-30,shot,unarmed,28,M,B,Springfield,PA,False,attack,Other,False
5935,2021-04-30,shot and Tasered,other,49,M,W,Fort Collins,CO,False,attack,Car,False
5936,2021-04-30,shot,gun,21,M,O,Georgetown,OK,True,other,Foot,False
5937,2021-05-01,shot,undetermined,35,M,W,Riverside,AR,False,other,Not fleeing,False
5938,2021-05-01,shot,gun,64,M,W,Lincoln,MO,False,attack,Foot,False
5939,2021-05-01,shot,gun,41,M,W,Lincoln,VA,False,attack,Not fleeing,False
5940,2021-05-02,shot,knife,30,M,B,Lincoln,IL,False,attack,Not fleeing,False
5941,2021-05-02,shot,gun,62,M,W,Lincoln,LA,False,attack,Other,False
5942,2021-05-03,shot,gun,84,M,W,Scottsdale,AZ,True,attack,Not fleeing,False
5943,2021-05-03,shot,gun,38,M,W,Riverside,IL,False,other,Not fleeing,False
5944,2021-05-03,shot,gun,25,M,W,Houston,TX,False,undetermined,Not fleeing,False
5945,2021-05-04,shot,unarmed,41,M,B,Madison,VA,True,other,Not fleeing,False
5946,2021-05-04,shot,gun,53,M,H,Springfield,SC,False,attack,Car,False
5947,2021-05-05,shot,vehicle,38,M,H,Madison,AL,True,undetermined,Not fleeing,False
5948,2021-05-05,shot,gun,22,M,W,Georgetown,OH,False,attack,Not fleeing,False
5949,2021-05-05,shot,gun,51,M,W,Austin,TX,False,other,Foot,False
5950,2021-05-06,shot,gun,32,M,O,Oakland,CA,False,attack,Not fleeing,False
5951,2021-05-06,shot,unarmed,35,M,W,Georgetown,IL,False,other,Not fleeing,False
5952,2021-05-07,shot,other,25,M,A,Madison,NM,False,attack,Not fleeing,False
5953,2021-05-07,Tasered,gun,20,M,W,Riverside,TN,False,attack,Not fleeing,False
5954,2021-05-07,shot,other,28,M,O,Austin,TX,False,other,Not fleeing,True
5955,2021-05-08,shot,vehicle,34,M,W,Georgetown,IN,True,undetermined,Foot,False
5956,2021-05-08,shot,gun,34,M,W,Springfield,MN,False,attack,Not fleeing,False
5957,2021-05-08,shot,gun,69,M,H,Lincoln,NC,False,attack,Not fleeing,False
5958,2021-05-09,shot and Tasered,unarmed,29,M,B,Riverside,MO,False,attack,Car,True
5959,2021-05-09,shot,gun,57,M,W,Lincoln,VA,False,undetermined,Not fleeing,False
5960,2021-05-10,Tasered,gun,43,M,B,Georgetown,IL,True,undetermined,Not fleeing,True
5961,2021-05-10,shot,gun,73,M,H,Springfield,WI,True,attack,Not fleeing,False
5962,2021-05-10,shot,gun,40,M,W,Oakland,CA,False,attack,Not fleeing,False
5963,2021-05-11,shot,gun,22,M,W,Riverside,LA,False,attack,Not fleeing,False
5964,2021-05-11,shot,knife,39,M,B,Madison,OK,False,attack,Car,False
5965,2021-05-12,shot,vehicle,20,M,W,Springfield,NM,False,attack,Not fleeing,False
5966,2021-05-12,shot and Tasered,vehicle,28,M,B,Riverside,NM,False,attack,Car,False
5967,2021-05-12,shot,knife,39,M,W,Riverside,MN,False,attack,Foot,False
5968,2021-05-13,shot,gun,39,M,W,Georgetown,WA,False,attack,Foot,False
5969,2021-05-13,shot,gun,57,M,W,Georgetown,AL,False,other,Foot,False
5970,2021-05-14,shot,undetermined,48,M,B,Georgetown,NC,False,other,Not fleeing,True
5971,2021-05-14,shot,gun,70,M,W,Madison,NC,False,other,Other,True
5972,2021-05-14,shot,knife,57,M,W,Jacksonville,FL,True,other,Not fleeing,False
5973,2021-05-15,shot,gun,54,M,W,Lincoln,AL,False,undetermined,Not fleeing,False
5974,2021-05-15,shot,gun,81,M,O,Georgetown,MN,False,attack,Not fleeing,True
5975,2021-05-15,shot,gun,56,M,W,Fort Lauderdale,FL,False,attack,Foot,False
5976,2021-05-16,shot,vehicle,65,M,H,San Diego,CA,False,attack,Other,True
5977,2021-05-16,shot,knife,24,M,W,Lincoln,AL,False,attack,Not fleeing,False
5978,2021-05-17,shot,knife,37,M,W,Madison,PA,True,other,Not fleeing,True
5979,2021-05-17,shot,undetermined,47,M,B,Riverside,WI,False,attack,Not fleeing,False
5980,2021-05-17,shot,gun,42,M,B,Jacksonville,FL,False,other,Not fleeing,False
5981,2021-05-18,shot,gun,32,M,O,Oakland,CA,False,other,Not fleeing,True
5982,2021-05-18,shot,gun,54,M,O,Springfield,OH,False,other,Not fleeing,False
5983,2021-05-19,shot,gun,59,M,H,San Francisco,CA,False,other,Foot,False
5984,2021-05-19,shot and Tasered,undetermined,40,M,B,Miami,FL,False,attack,Not fleeing,True
5985,2021-05-19,shot,undetermined,37,M,B,San Antonio,TX,True,other,Not fleeing,False
5986,2021-05-20,shot,knife,34,M,W,Tampa,FL,True,other,Not fleeing,False
5987,2021-05-20,shot,knife,55,M,O,San Diego,CA,False,other,Foot,False
5988,2021-05-21,shot,undetermined,37,M,B,Georgetown,WI,False,attack,Car,False
5989,2021-05-21,shot,knife,41,M,B,Tampa,FL,False,attack,Not fleeing,False
5990,2021-05-21,shot,gun,63,M,W,Springfield,NC,False,attack,Car,False
5991,2021-05-22,shot,knife,45,M,W,Riverside,OR,False,attack,Not fleeing,False
5992,2021-05-22,shot,vehicle,41,M,O,Georgetown,OK,False,attack,Not fleeing,True
5993,2021-05-22,shot,knife,33,M,W,Riverside,PA,False,attack,Not fleeing,False
5994,2021-05-23,shot,gun,41,F,W,Madison,NV,False,undetermined,Foot,True
5995,2021-05-23,shot,gun,32,M,W,Lincoln,AL,False,attack,Foot,False
5996,2021-05-24,shot,gun,44,M,H,Georgetown,NM,False,other,Not fleeing,False
5997,2021-05-24,shot,gun,35,M,W,Madison,PA,False,other,Car,False
